,id,language
15538,28795061,French
15539,27744954,French
15540,28434209,French
15541,28731190,French
15542,28624180,English
15543,28021872,French
15544,27715642,French
15545,35477946,French
15546,28377107,French
15547,25910377,English
15548,18265796,French
15549,25255948,French
15550,15744271,French
15551,27280587,French
15552,8811963,English
15553,5666569,English
15554,33181965,French
15555,13907158,English
15556,32204603,English
15557,26727633,French
15558,26468785,French
15559,26401660,English
15560,26183985,French
15561,26093106,French
15562,25724664,French
15563,25434757,English
15564,25418726,French
15565,39905250,English
15566,7582301,English
15567,26314746,French
15568,4400613,English
15569,21859991,English
15570,13435509,English
15571,38904471,French
15572,24734213,English
15573,24519000,French
15574,23766770,Russian
15575,24367857,French
15576,22766340,English
15577,22895524,French
15578,23561144,French
15579,21289082,French
15580,21286291,French
15581,22460073,French
15582,22260048,English
15583,21763503,French
15584,21573940,French
15585,22713482,English
15586,22673543,French
15587,22177221,French
15588,22159095,French
15589,21246050,French
15590,22012783,English
15591,20020988,French
15592,20020198,English
15593,20930412,English
15594,21009910,French
15595,21448514,Chinese
15596,19616279,French
15597,19660373,French
15598,20292592,French
15599,20521050,French
15600,19879643,English
15601,19871349,English
15602,19169508,French
15603,18303023,English
15604,6422504,French
15605,4647817,French
15606,3936550,French
15607,3878830,English
15608,3675639,French
15609,3451962,French
15610,32815447,French
15611,22540781,French
15612,24940738,French
15613,23576339,English
15614,33660203,English
15615,2207234,English
15616,36818990,French
15617,33799671,French
15618,1443946,English
15619,3814181,English
15620,16090045,French
15621,15724819,English
15622,6086877,French
15623,37586986,English
15624,16890556,English
15625,19483359,French
15626,2715410,French
15627,28799997,French
15628,26431488,English
15629,21593464,English
15630,25148123,French
15631,566888,English
15632,32324390,French
15633,39686234,English
15634,21682665,English
15635,11474386,French
15636,14561662,English
15637,33362259,English
15638,22383457,English
15639,29321089,French
15640,34963854,English
15641,6684058,English
15642,3589151,English
15643,3566785,French
15644,3398851,French
15645,6769610,French
15646,17941180,English
15647,18139129,English
15648,17517023,English
15649,15964043,English
15650,16172833,French
15651,14020181,English
15652,13822742,English
15653,14083476,French
15654,14023058,French
15655,13955444,French
15656,13678446,English
15657,13974517,English
15658,13640485,French
15659,13447648,French
15660,13134861,French
15661,11920183,French
15662,12258186,French
15663,12018804,French
15664,12721275,French
15665,12703735,French
15666,12277260,French
15667,12438605,English
15668,12419906,French
15669,11854736,English
15670,11697622,French
15671,10223680,French
15672,9139984,French
15673,9766940,English
15674,9358884,French
15675,8975484,English
15676,3409880,English
15677,2405498,English
15678,2400184,English
15679,4353357,English
15680,739727,English
15681,1129020,English
15682,111270,English
15683,39890988,French
15684,5699102,English
15685,31306498,French
15686,3516803,French
15687,34012130,French
15688,35243286,English
15689,28332004,French
15690,36417238,English
15691,39916827,English
15692,39349332,French
15693,22998577,French
15694,14004277,French
15695,37068216,English
15696,20643047,English
15697,21116867,English
15698,29069919,English
15699,28079358,English
15700,19286927,English
15701,39892242,French
15702,4726077,English
15703,4793812,English
15704,879445,English
15705,33990974,English
15706,39489832,English
15707,35663294,English
15708,36798504,French
15709,38686551,English
15710,35799008,English
15711,32252495,French
15712,3518461,French
15713,3846047,English
15714,26358568,French
15715,36925730,French
15716,22076729,English
15717,22224592,English
15718,29718060,English
15719,21389133,English
15720,16040108,English
15721,25395873,English
15722,15406821,English
15723,12923582,English
15724,35222113,French
15725,33469103,French
15726,28709741,English
15727,39693449,French
15728,35351035,English
15729,37145784,English
15730,13489341,English
15731,7000591,French
15732,36106085,English
15733,20084333,English
15734,19647318,English
15735,26026257,English
15736,38899977,English
15737,38861217,English
15738,25840324,French
15739,34120713,French
15740,32122354,English
15741,26845139,English
15742,37270469,French
15743,7479590,English
15744,13213672,English
15745,37013775,English
15746,15433556,French
15747,35783878,English
15748,36830239,French
15749,7597584,French
15750,25861897,French
15751,17984831,English
15752,31920679,French
15753,32178832,English
15754,29818911,French
15755,6758163,French
15756,34623498,French
15757,3109,English
15758,27223810,English
15759,26626150,English
15760,26676186,English
15761,26672897,English
15762,26374191,French
15763,26382635,English
15764,26387832,French
15765,25906552,French
15766,29552239,French
15767,3009073,English
15768,4207964,French
15769,2877464,English
15770,29625632,English
15771,14328977,English
15772,16699001,French
15773,19821398,English
15774,25129061,English
15775,5124745,English
15776,4240797,English
15777,3353321,English
15778,6098428,French
15779,11783443,French
15780,11784311,English
15781,13275499,English
15782,13380533,French
15783,13243521,French
15784,13332337,French
15785,13505771,French
15786,13510883,French
15787,13711896,French
15788,13599897,French
15789,13807081,French
15790,15703708,French
15791,14817794,French
15792,16939777,French
15793,20415622,French
15794,21979051,French
15795,22766127,French
15796,23468105,French
15797,23782838,French
15798,24170852,French
15799,24730757,French
15800,24257934,French
15801,25411778,French
15802,25443846,English
15803,25913084,French
15804,26205725,English
15805,28936849,French
15806,29455383,French
15807,29963763,English
15808,32860659,English
15809,33381916,French
15810,33461651,French
15811,32326824,English
15812,34879515,French
15813,35286300,French
15814,35962047,French
15815,36430223,English
15816,37201452,French
15817,38813954,French
15818,39238115,French
15819,675171,English
15820,4658747,French
15821,7041794,French
15822,38200638,French
15823,38593999,English
15824,33919269,French
15825,159077,English
15826,4421020,French
15827,35245256,English
15828,7743656,English
15829,18287146,French
15830,13663393,French
15831,36122657,French
15832,29749236,French
15833,31950614,English
15834,4322895,French
15835,13315108,English
15836,1588792,English
15837,38919221,French
15838,25187241,Chinese
15839,25188700,Chinese
15840,1196198,English
15841,21877217,English
15842,30125610,English
15843,21194640,French
15844,17469699,English
15845,17873001,English
15846,225747,English
15847,4643142,English
15848,402413,English
15849,35803173,English
15850,19883478,French
15851,34380040,English
15852,596798,English
15853,38201378,English
15854,2521186,English
15855,814262,English
15856,1268148,English
15857,8724802,English
15858,37455559,French
15859,28798340,English
15860,14037998,French
15861,1405315,French
15862,1829965,English
15863,35344377,English
15864,27190810,French
15865,2985142,English
15866,458703,English
15867,39723976,English
15868,1483484,English
15869,22560033,English
15870,2618835,English
15871,14305624,English
15872,30558436,English
15873,39298879,French
15874,39644933,English
15875,21764728,English
15876,9230485,English
15877,3739554,English
15878,39861303,English
15879,19713312,French
15880,21056497,French
15881,30102167,French
15882,39697098,English
15883,39671705,English
15884,3409625,English
15885,1751563,English
15886,7130437,French
15887,23742893,French
15888,21678018,French
15889,35269897,French
15890,7014218,English
15891,13392370,English
15892,9205443,English
15893,36871022,English
15894,39502776,French
15895,11616506,English
15896,1155534,English
15897,1724957,English
15898,12635550,English
15899,20718933,English
15900,20914231,French
15901,35892178,English
15902,27591467,French
15903,34035956,English
15904,5010129,English
15905,17017684,French
15906,18052211,English
15907,32326776,English
15908,36146024,French
15909,16730436,English
15910,16865312,French
15911,30266863,French
15912,12515640,English
15913,16341223,French
15914,27901954,French
15915,28125861,French
15916,35161506,French
15917,7449638,French
15918,3199300,English
15919,19457049,French
15920,20095192,French
15921,22189270,French
15922,29668917,English
15923,31563272,English
15924,12251083,English
15925,33486125,French
15926,12440520,French
15927,20927660,French
15928,34850006,French
15929,3575965,French
15930,753143,English
15931,3650028,English
15932,13657549,French
15933,26244814,English
15934,19262755,French
15935,37669301,French
15936,34336665,French
15937,39502387,French
15938,39940032,English
15939,7299052,French
15940,7585240,English
15941,11124411,English
15942,22303748,French
15943,20130718,French
15944,35692678,French
15945,39879033,French
15946,4763534,French
15947,6510407,French
15948,17364165,French
15949,9626819,French
15950,7157211,French
15951,8059384,English
15952,13396863,French
15953,10028589,French
15954,20457311,English
15955,26773870,English
15956,36901251,English
15957,23491414,English
15958,35635461,English
15959,26651443,French
15960,8663931,English
15961,32102558,English
15962,24466262,French
15963,30241492,French
15964,4791694,English
15965,25284853,English
15966,18661084,English
15967,29844249,English
15968,36100139,French
15969,36697304,French
15970,39058156,French
15971,31314982,French
15972,21207545,French
15973,23735076,English
15974,16822827,English
15975,23155218,French
15976,39785336,English
15977,19948491,French
15978,17902828,English
15979,37174348,French
15980,31375748,French
15981,19974916,French
15982,22968233,English
15983,27575578,English
15984,2870713,English
15985,38697921,French
15986,24840672,English
15987,1275641,English
15988,36962442,French
15989,26577611,French
15990,34602886,French
15991,16331307,English
15992,30401933,French
15993,215638,English
15994,26177792,French
15995,16614232,French
15996,19332200,French
15997,2884300,English
15998,3215245,English
15999,12378239,English
16000,36018749,French
16001,21725557,English
16002,25959804,English
16003,38861915,English
16004,24590094,French
16005,34274015,English
16006,23805930,English
16007,31983821,French
16008,23522192,French
16009,27833029,English
16010,15365030,French
16011,27193969,English
16012,12351135,French
16013,21638613,English
16014,30163515,English
16015,34329367,French
16016,32326771,English
16017,31410789,French
16018,39853762,English
16019,6587764,French
16020,22593372,English
16021,23513597,English
16022,581258,English
16023,18496415,French
16024,20360732,French
16025,20566681,French
16026,31196924,French
16027,17887032,French
16028,3436285,French
16029,13854707,French
16030,21889729,French
16031,568784,English
16032,6792883,English
16033,3566487,French
16034,7429603,French
16035,36779572,English
16036,6151338,English
16037,6844188,English
16038,13945514,English
16039,12602149,English
16040,26100086,French
16041,26057972,English
16042,25968766,English
16043,25966400,French
16044,25913235,French
16045,25899133,French
16046,37788457,English
16047,37451455,English
16048,37416654,Spanish
16049,37364864,English
16050,37311793,English
16051,37178628,English
16052,37137119,English
16053,37074056,French
16054,37064730,English
16055,37012840,English
16056,37005385,English
16057,36877048,English
16058,36840620,English
16059,36795606,French
16060,36719448,French
16061,36603466,English
16062,18188781,English
16063,18154690,French
16064,18134507,English
16065,31300480,French
16066,30906119,English
16067,30849371,English
16068,30754651,French
16069,30556249,French
16070,30498644,French
16071,30487236,English
16072,30459805,English
16073,30055205,French
16074,29988012,English
16075,29893782,English
16076,29868004,English
16077,29864713,English
16078,29604623,French
16079,29506636,English
16080,27424658,French
16081,27147603,English
16082,26908308,French
16083,26804941,French
16084,26763019,English
16085,26762620,English
16086,26712031,French
16087,26684327,English
16088,26520161,French
16089,26519043,English
16090,26194870,English
16091,21893102,English
16092,25283907,French
16093,16697647,French
16094,17706498,French
16095,13103377,English
16096,21733937,French
16097,22103556,French
16098,20220643,French
16099,21520852,English
16100,35849667,French
16101,35839958,French
16102,35831219,English
16103,35774042,French
16104,35590375,English
16105,35571832,French
16106,35508718,English
16107,18874551,English
16108,18801735,English
16109,18752010,French
16110,18405487,English
16111,18371182,English
16112,24978907,English
16113,24880160,French
16114,24851496,English
16115,24753139,French
16116,17967402,English
16117,17648726,English
16118,15521405,French
16119,15521172,French
16120,15488559,English
16121,15140555,English
16122,14628856,French
16123,14549488,French
16124,39719973,French
16125,39639892,French
16126,39347740,French
16127,39195076,French
16128,39187372,English
16129,39101102,French
16130,39003717,French
16131,38925093,English
16132,38919714,English
16133,38748769,English
16134,38746706,French
16135,38689353,English
16136,38252625,French
16137,36467620,English
16138,36160110,English
16139,36152202,English
16140,36138384,English
16141,8461974,French
16142,8297215,French
16143,8128565,English
16144,8023417,French
16145,7968063,English
16146,7938184,English
16147,7671356,English
16148,7617861,French
16149,7556904,English
16150,7458689,English
16151,7423233,French
16152,17468320,English
16153,17453478,French
16154,17273917,French
16155,17172292,English
16156,17113977,English
16157,16906235,French
16158,16511719,English
16159,7357218,French
16160,7357074,French
16161,7323886,French
16162,7312547,French
16163,7275231,English
16164,4323543,English
16165,3795084,English
16166,3669828,French
16167,3558105,French
16168,3552832,French
16169,3520106,English
16170,3502276,French
16171,567001,English
16172,8548428,English
16173,9582808,English
16174,18380573,English
16175,36289636,English
16176,2231677,English
16177,4378587,French
16178,7655514,French
16179,7700594,English
16180,10377915,English
16181,11050044,English
16182,11541575,French
16183,233401,English
16184,6867874,French
16185,19974994,French
16186,3431227,English
16187,3429186,French
16188,3329120,French
16189,3320447,French
16190,2937048,English
16191,2879853,French
16192,2827655,English
16193,2676700,English
16194,2647534,French
16195,22771857,French
16196,22044589,French
16197,22043654,French
16198,14264838,English
16199,14234732,English
16200,14203059,Spanish
16201,14139365,French
16202,14106520,French
16203,14071044,English
16204,13969593,English
16205,13946198,English
16206,13887366,English
16207,13857048,French
16208,5716007,English
16209,5663399,English
16210,5529695,French
16211,5504201,English
16212,5281891,English
16213,5246437,English
16214,5190834,English
16215,5056195,English
16216,4819254,English
16217,4528434,English
16218,37175897,French
16219,37084131,English
16220,37044695,French
16221,36588913,French
16222,36537429,French
16223,36509618,English
16224,36503060,English
16225,36500621,English
16226,36439033,English
16227,36198565,French
16228,13726178,English
16229,13690207,French
16230,13556930,English
16231,13383387,French
16232,13364893,English
16233,13258226,French
16234,13094074,English
16235,13024215,English
16236,12960002,English
16237,12909963,English
16238,12897069,French
16239,12881511,English
16240,12816616,French
16241,12745737,English
16242,29055555,French
16243,28553473,French
16244,28399467,French
16245,28305139,English
16246,27987350,English
16247,27671096,French
16248,20297460,French
16249,20210421,French
16250,20024680,French
16251,12532095,French
16252,12500612,English
16253,12484727,French
16254,12439277,French
16255,10085719,English
16256,10011544,French
16257,9993227,French
16258,9901800,French
16259,9836524,French
16260,9749780,French
16261,9604375,French
16262,9589760,English
16263,9520579,English
16264,9420800,English
16265,9361503,English
16266,35247388,English
16267,35189279,French
16268,35053076,French
16269,35051998,French
16270,34989386,French
16271,21373286,French
16272,20950197,English
16273,19906709,French
16274,19800650,English
16275,19795321,English
16276,19697151,English
16277,19679300,French
16278,19568940,French
16279,19558652,French
16280,19468092,English
16281,19365832,French
16282,19358019,French
16283,19245521,English
16284,18889306,English
16285,9266503,French
16286,9083149,English
16287,9053993,English
16288,8658599,French
16289,1727032,French
16290,12284390,French
16291,12144222,French
16292,12067429,French
16293,11877891,English
16294,11856959,English
16295,11765694,English
16296,35491891,English
16297,35345585,French
16298,35337045,English
16299,35241924,English
16300,35140572,French
16301,35125202,French
16302,34964475,French
16303,34865334,English
16304,34831733,French
16305,34669952,French
16306,6828903,English
16307,1333691,English
16308,1298683,English
16309,946440,French
16310,921340,French
16311,825150,English
16312,797567,English
16313,787722,French
16314,698807,English
16315,580911,English
16316,284315,English
16317,281965,English
16318,214596,English
16319,43027,English
16320,39933576,French
16321,39888492,English
16322,39867085,English
16323,39805574,French
16324,39724316,French
16325,39683504,French
16326,39627645,English
16327,39502602,English
16328,39404508,English
16329,39402335,English
16330,34565114,French
16331,34523836,French
16332,31376662,English
16333,31346050,French
16334,31171882,English
16335,31111353,French
16336,31053634,French
16337,30971467,French
16338,30948817,English
16339,30929409,French
16340,30919448,English
16341,30877265,French
16342,30517871,English
16343,30500098,English
16344,26954515,French
16345,26744577,English
16346,26667464,English
16347,26177434,French
16348,16864811,French
16349,16655130,French
16350,16254746,English
16351,16159332,English
16352,15899047,French
16353,15867356,French
16354,15787520,English
16355,15138432,French
16356,680431,English
16357,662282,English
16358,615929,English
16359,38695013,French
16360,38580561,French
16361,38487333,English
16362,2479854,English
16363,2409534,French
16364,2280177,English
16365,2078197,English
16366,35868094,French
16367,34472185,French
16368,34458647,English
16369,34268787,English
16370,34268185,English
16371,34112783,English
16372,34082908,English
16373,34014393,English
16374,33919660,English
16375,33326293,French
16376,33187774,English
16377,33136874,French
16378,32654059,English
16379,32435104,French
16380,32175039,English
16381,32135970,English
16382,32078801,English
16383,38446880,French
16384,38421917,English
16385,38349231,English
16386,38310764,French
16387,24511835,English
16388,23683889,English
16389,23622088,French
16390,23618996,English
16391,23433577,French
16392,23424452,English
16393,23387620,English
16394,23274262,French
16395,37775327,French
16396,37768650,English
16397,37698421,English
16398,37653249,French
16399,37647977,English
16400,37551127,English
16401,37358195,French
16402,37270265,English
16403,19048935,French
16404,18874721,French
16405,18864779,French
16406,18723392,English
16407,18398216,French
16408,11969605,English
16409,11939327,French
16410,8919270,English
16411,8538337,French
16412,8479088,French
16413,8362402,English
16414,8280416,French
16415,7907011,English
16416,7568205,English
16417,7542754,English
16418,7463912,English
16419,7435687,English
16420,7327680,English
16421,7039547,English
16422,6922183,French
16423,6920091,English
16424,6776575,French
16425,26101823,English
16426,25945548,English
16427,25792645,English
16428,25186475,English
16429,24826047,French
16430,34326789,French
16431,34195448,English
16432,34079014,English
16433,33962411,English
16434,33706654,French
16435,33626601,French
16436,33314615,French
16437,33161447,English
16438,33138495,English
16439,33016491,French
16440,33008380,English
16441,33008055,English
16442,32948025,French
16443,32880159,English
16444,32590033,French
16445,32165444,French
16446,32060139,English
16447,32001376,French
16448,32000130,French
16449,31955489,English
16450,31894061,English
16451,31717052,French
16452,24533807,French
16453,24325066,English
16454,23478197,French
16455,23346180,English
16456,23234743,French
16457,23199227,French
16458,22526447,French
16459,22521379,French
16460,7060967,English
16461,6954203,French
16462,36805837,French
16463,36751396,English
16464,27720512,French
16465,27619164,French
16466,27617299,French
16467,27414300,English
16468,27247225,French
16469,27095122,French
16470,11693448,French
16471,11493893,English
16472,1611274,English
16473,39275151,French
16474,39264421,English
16475,39242743,French
16476,39234360,English
16477,38953473,English
16478,38928556,English
16479,38833787,English
16480,38198325,French
16481,38148121,English
16482,37944868,French
16483,37836119,French
16484,37736213,English
16485,37493255,French
16486,37313675,English
16487,7203420,French
16488,6435221,English
16489,6407054,English
16490,6243060,French
16491,6163832,English
16492,5754171,French
16493,35963346,French
16494,35700689,Spanish
16495,35629134,French
16496,22009201,French
16497,21841814,English
16498,21801369,French
16499,21417898,French
16500,21365840,French
16501,21100190,English
16502,27546861,French
16503,20350269,English
16504,14244414,English
16505,14062569,English
16506,13903513,English
16507,19361227,French
16508,19187639,French
16509,19104894,English
16510,19078106,French
16511,13538733,French
16512,13390480,English
16513,13354149,French
16514,34136255,French
16515,34131467,French
16516,33955219,English
16517,33954973,English
16518,33850708,English
16519,27309564,French
16520,27275628,English
16521,27196867,English
16522,27132558,French
16523,38633294,French
16524,38560910,English
16525,38532600,French
16526,38507818,French
16527,38398525,French
16528,38297209,French
16529,38149117,French
16530,38113749,English
16531,37880722,French
16532,37485495,English
16533,37319970,English
16534,21089786,English
16535,20672669,French
16536,20588960,English
16537,20533527,French
16538,20417978,French
16539,20224234,French
16540,20182544,English
16541,6454946,English
16542,6421229,English
16543,6312377,English
16544,6233760,English
16545,5767890,English
16546,36838459,English
16547,36574770,English
16548,36559239,French
16549,36551004,French
16550,27106993,French
16551,27053404,English
16552,27005773,English
16553,26979129,English
16554,26632517,English
16555,26482814,French
16556,26288946,French
16557,26173213,English
16558,26096577,English
16559,25962495,English
16560,25911438,English
16561,25881832,French
16562,25830955,English
16563,25766867,English
16564,13421979,English
16565,13360215,English
16566,13358610,English
16567,8981677,English
16568,8838465,French
16569,8713585,French
16570,8644634,English
16571,8399373,French
16572,8329453,French
16573,7911686,English
16574,7689065,English
16575,7260466,English
16576,6808427,French
16577,19887078,English
16578,19871134,English
16579,19772245,English
16580,19670445,English
16581,19657521,French
16582,19324196,English
16583,4617325,French
16584,30244618,French
16585,30146057,French
16586,30137151,English
16587,30118507,French
16588,29971892,French
16589,29846173,English
16590,29708550,French
16591,29705670,French
16592,29505972,English
16593,29279624,French
16594,29211007,English
16595,28985277,French
16596,28960479,French
16597,37204892,French
16598,37147408,English
16599,37072121,English
16600,36967079,French
16601,36966380,French
16602,36903481,English
16603,20020343,French
16604,19991601,French
16605,19904301,French
16606,19833845,French
16607,19797495,English
16608,19760267,English
16609,19657636,French
16610,19463686,English
16611,4472555,English
16612,4168483,English
16613,4083557,English
16614,33828488,English
16615,33760940,French
16616,33707737,English
16617,33184460,French
16618,29018874,French
16619,28803618,English
16620,28106216,French
16621,28042661,English
16622,27981084,English
16623,27446396,French
16624,27154139,French
16625,27129960,French
16626,27040731,English
16627,26866957,French
16628,26860566,English
16629,26857228,French
16630,26762271,French
16631,26638899,English
16632,26581745,French
16633,26518521,English
16634,26493092,French
16635,26491509,English
16636,26416707,English
16637,26389567,English
16638,24008003,English
16639,17697589,French
16640,17663807,French
16641,17324630,French
16642,17248191,French
16643,17233697,English
16644,17093783,English
16645,16945317,English
16646,16617345,English
16647,39187730,English
16648,38927641,English
16649,38925234,English
16650,6641201,English
16651,6553078,French
16652,38813596,French
16653,38807444,French
16654,38603251,English
16655,36510462,English
16656,36472039,French
16657,36438351,English
16658,16598624,English
16659,16525010,English
16660,16389300,French
16661,16241207,English
16662,16234676,French
16663,16109413,English
16664,15981976,English
16665,15911059,English
16666,15806644,English
16667,26020363,English
16668,25937630,French
16669,25788058,English
16670,25531786,French
16671,25158664,English
16672,25119039,English
16673,24902982,English
16674,24749172,English
16675,24661611,English
16676,24647356,English
16677,24587390,French
16678,24302659,French
16679,24279712,French
16680,24150036,French
16681,15543080,English
16682,15482801,French
16683,13597810,English
16684,13507625,French
16685,17915467,French
16686,17913981,English
16687,17646973,French
16688,17411090,French
16689,17343573,French
16690,17276707,French
16691,6082961,French
16692,36221965,French
16693,36220432,English
16694,27574717,French
16695,5383227,French
16696,5318507,French
16697,5172099,French
16698,5115311,English
16699,5003730,English
16700,4843348,French
16701,4756532,French
16702,4707766,English
16703,4706352,French
16704,4633885,English
16705,4406315,English
16706,4065673,French
16707,3904092,English
16708,3836482,English
16709,3592776,English
16710,11856309,English
16711,11687092,English
16712,11635867,French
16713,11320996,French
16714,11310676,English
16715,11291773,French
16716,10512275,English
16717,10449833,French
16718,10118655,English
16719,9701480,French
16720,36819833,French
16721,36718744,English
16722,36687159,French
16723,35789583,French
16724,35647224,French
16725,35337058,English
16726,35149187,English
16727,35145766,English
16728,34987640,English
16729,34969602,French
16730,34682340,French
16731,34443314,English
16732,33754819,English
16733,33726841,English
16734,6641231,French
16735,6632275,French
16736,395110,English
16737,282008,English
16738,166370,English
16739,15478263,English
16740,15370445,English
16741,14912710,French
16742,14898977,French
16743,14085509,French
16744,39551354,French
16745,39532146,French
16746,39519577,English
16747,39501364,French
16748,39465544,English
16749,39461380,English
16750,39377196,English
16751,39292081,French
16752,39183938,French
16753,25505983,French
16754,25480741,English
16755,25467653,French
16756,25173616,English
16757,25144916,French
16758,25124422,English
16759,19067851,French
16760,18957292,French
16761,18892615,French
16762,18736490,English
16763,18074197,English
16764,17834408,English
16765,5583693,English
16766,5128626,English
16767,4908402,English
16768,4808250,English
16769,4676433,English
16770,24827619,French
16771,24773226,French
16772,24722828,English
16773,24352095,English
16774,24283795,French
16775,24219378,English
16776,24015860,French
16777,24008799,English
16778,23978485,French
16779,23663784,French
16780,23496146,English
16781,22952015,English
16782,22742428,French
16783,22730380,English
16784,22631523,French
16785,22458166,English
16786,22237408,French
16787,33463442,French
16788,33447075,English
16789,33359506,English
16790,33309591,French
16791,33090441,English
16792,33041242,English
16793,33032697,English
16794,32909844,English
16795,32840535,English
16796,32456995,English
16797,32321518,English
16798,32153283,English
16799,31833262,French
16800,21935152,French
16801,21869289,English
16802,16997408,English
16803,16853818,English
16804,16850337,English
16805,16746973,French
16806,16538641,English
16807,16517719,French
16808,16476488,English
16809,16472667,French
16810,16459951,English
16811,16373020,French
16812,16345601,English
16813,16311190,French
16814,16154700,English
16815,16096469,French
16816,16036816,English
16817,15656410,English
16818,13501511,French
16819,12961763,English
16820,23729731,English
16821,12693657,English
16822,12534922,French
16823,12530883,English
16824,3538820,English
16825,3215528,French
16826,3085161,English
16827,2897556,French
16828,1858060,English
16829,1527700,English
16830,1274722,English
16831,1135062,English
16832,1085564,English
16833,969845,English
16834,18299179,English
16835,18232455,French
16836,18152490,French
16837,18053462,French
16838,18023410,English
16839,17951199,English
16840,13233696,English
16841,13038712,English
16842,12793651,French
16843,12622200,English
16844,12460459,French
16845,12202363,French
16846,12193711,English
16847,11810009,English
16848,35109883,English
16849,34997073,French
16850,34943077,English
16851,34929773,English
16852,34877776,French
16853,34847809,English
16854,34751952,French
16855,3431654,English
16856,3211159,French
16857,3112558,English
16858,2954738,English
16859,2934611,English
16860,2849221,English
16861,2705049,English
16862,1813901,English
16863,1794327,French
16864,1554722,English
16865,1238737,French
16866,1018233,French
16867,34585972,French
16868,34338682,French
16869,34335926,French
16870,34241336,French
16871,34198759,French
16872,33988818,English
16873,33853067,French
16874,33845500,French
16875,33832749,English
16876,33707741,English
16877,33703120,English
16878,33610775,English
16879,33147930,English
16880,33086338,French
16881,32980774,French
16882,32894578,French
16883,32714222,English
16884,32627096,English
16885,38145005,English
16886,37988630,French
16887,37981251,French
16888,37939093,French
16889,37894414,French
16890,6357450,French
16891,6352706,English
16892,6111714,French
16893,6089054,English
16894,5993610,English
16895,5833404,French
16896,5418012,French
16897,4882717,English
16898,4734237,English
16899,4682566,English
16900,4529822,English
16901,26516338,French
16902,26320539,English
16903,26303047,French
16904,26175318,French
16905,26096578,English
16906,37448080,French
16907,37347749,English
16908,37114700,English
16909,37002583,English
16910,36962007,French
16911,36912322,French
16912,36827986,French
16913,36824138,French
16914,36821724,English
16915,36687582,English
16916,36638094,English
16917,36584703,English
16918,25582466,French
16919,25509507,English
16920,33180693,English
16921,3651257,English
16922,3538407,English
16923,3475996,English
16924,3407816,English
16925,3359075,English
16926,3279687,French
16927,3072615,English
16928,2650370,English
16929,2538421,English
16930,21464144,English
16931,21458803,English
16932,21348704,French
16933,21247941,French
16934,20013962,English
16935,13102899,English
16936,13027529,English
16937,12979242,French
16938,12936414,English
16939,12907964,French
16940,12584340,English
16941,12417142,English
16942,11982062,English
16943,11833542,English
16944,11546738,English
16945,11253348,English
16946,10943230,English
16947,10005735,French
16948,9988908,Italian
16949,9957481,English
16950,9731611,French
16951,9311664,English
16952,9251526,French
16953,2343894,English
16954,2335750,English
16955,2179888,English
16956,38997983,French
16957,36532063,French
16958,36507294,French
16959,36505167,French
16960,36497105,French
16961,36352494,French
16962,36351556,French
16963,36271412,French
16964,36230154,French
16965,23478835,French
16966,22996643,English
16967,22983304,English
16968,22904040,English
16969,22802188,French
16970,22667235,English
16971,22626725,English
16972,22579280,English
16973,22198099,French
16974,22190982,French
16975,22083972,English
16976,21953275,English
16977,21653271,English
16978,21452368,French
16979,21179534,English
16980,20973501,French
16981,30536161,English
16982,30366137,French
16983,30042815,French
16984,20747725,English
16985,20703980,French
16986,20460034,English
16987,18836677,English
16988,18739495,English
16989,18419369,English
16990,18351622,English
16991,18268653,English
16992,18216319,English
16993,18211104,French
16994,18202206,French
16995,17974369,English
16996,17961682,English
16997,17838931,French
16998,36217992,English
16999,36216249,French
17000,36184470,English
17001,36170471,English
17002,36169113,French
17003,36089251,Spanish
17004,35926776,English
17005,35897881,French
17006,34430991,French
17007,34387835,English
17008,34150451,English
17009,34143216,English
17010,34107179,English
17011,34075809,French
17012,33037784,English
17013,33019086,English
17014,32906598,English
17015,32832595,French
17016,32800949,French
17017,32762387,English
17018,32627233,English
17019,32561210,French
17020,11453590,English
17021,11431551,French
17022,11258614,French
17023,11238112,English
17024,10855097,French
17025,10780380,English
17026,10159426,French
17027,20223974,English
17028,20152055,French
17029,20066876,French
17030,19978677,English
17031,19961711,English
17032,19843339,French
17033,19807701,French
17034,19760175,French
17035,19657561,French
17036,19598488,English
17037,19499027,English
17038,19422913,English
17039,19305949,French
17040,19284090,French
17041,19217057,English
17042,19126035,English
17043,9459633,French
17044,9372774,French
17045,9192873,French
17046,9132542,English
17047,9075416,French
17048,8880925,English
17049,8058928,English
17050,7787269,English
17051,7649056,French
17052,7525249,French
17053,7459632,English
17054,7374390,English
17055,7322984,French
17056,7283217,English
17057,7281707,French
17058,7273377,English
17059,7141361,French
17060,7121570,English
17061,7103009,French
17062,14876164,English
17063,32028511,English
17064,31563500,English
17065,31171227,English
17066,1862480,English
17067,1836993,English
17068,1766201,English
17069,36627967,English
17070,30009165,English
17071,29913775,English
17072,29553084,English
17073,29504798,English
17074,38953369,English
17075,38950361,French
17076,33547636,French
17077,33490967,English
17078,31323402,French
17079,31082002,English
17080,31010448,English
17081,30954964,English
17082,30907218,English
17083,30755403,English
17084,30199494,English
17085,30058376,English
17086,30006096,English
17087,29796009,English
17088,29485504,English
17089,29473380,French
17090,29118312,English
17091,29114791,English
17092,28977137,English
17093,28602915,English
