,host_id,host_is_superhost
10921,264565622,f
10922,27572296,f
10923,17004466,f
10924,76212238,f
10925,38346663,f
10926,95590582,t
10927,15597624,t
10928,239307049,f
10929,155905201,f
10930,201294088,f
10931,23001927,t
10932,201294088,f
10933,133416946,f
10934,58154753,t
10935,42569145,f
10936,78151485,f
10937,15387299,f
10938,77931047,f
10939,40666773,f
10940,77311829,f
10941,75345380,f
10942,140449866,f
10943,137263840,f
10944,9044891,f
10945,44425686,f
10946,44284163,f
10947,13722638,f
10948,40426548,f
10949,40298778,f
10950,3551937,f
10951,39145161,f
10952,38561311,f
10953,38328118,f
10954,285206200,f
10955,48128175,f
10956,6661379,f
10957,283202290,f
10958,11593703,f
10959,247134587,f
10960,239727523,t
10961,5826465,f
10962,143546613,t
10963,55791042,f
10964,166529369,f
10965,46966031,f
10966,16806441,f
10967,4140161,f
10968,146288498,f
10969,46515976,f
10970,4677350,f
10971,111579722,f
10972,7676465,f
10973,43279038,f
10974,98042364,f
10975,279418460,f
10976,278874896,f
10977,277314285,f
10978,57904261,f
10979,276248258,f
10980,275742132,f
10981,275740770,f
10982,270234005,f
10983,274307959,f
10984,35314832,f
10985,86275023,f
10986,271982740,f
10987,70682700,f
10988,96853092,f
10989,7377414,f
10990,6655895,f
10991,269738613,f
10992,8844397,f
10993,270561689,f
10994,76517058,f
10995,151077629,f
10996,49108610,t
10997,22233533,f
10998,151077629,f
10999,305747690,f
11000,305446909,f
11001,304991770,f
11002,36348471,f
11003,44273624,f
11004,7666847,f
11005,6058785,f
11006,41238660,f
11007,40560428,f
11008,175429374,f
11009,20403596,t
11010,174936571,f
11011,86919873,f
11012,3408657,f
11013,3662272,f
11014,2107602,f
11015,2684583,f
11016,2597485,f
11017,1440891,f
11018,133515398,f
11019,94771867,f
11020,265989982,f
11021,264947560,t
11022,184054725,f
11023,265206134,f
11024,33659184,t
11025,103963756,t
11026,97083775,f
11027,15991268,f
11028,80981004,t
11029,26981054,f
11030,208265394,f
11031,13610814,f
11032,7565660,t
11033,204659932,t
11034,159749868,t
11035,38670378,t
11036,6653648,t
11037,163787993,f
11038,126477417,t
11039,30656900,f
11040,85111643,f
11041,11069398,f
11042,73933670,f
11043,198452010,f
11044,80241701,f
11045,11062903,f
11046,35699011,f
11047,193463287,t
11048,195163242,f
11049,80159311,f
11050,13477689,f
11051,38319833,t
11052,128573816,f
11053,2653245,f
11054,67214121,f
11055,47524898,f
11056,115377820,f
11057,5377395,f
11058,112302269,f
11059,107472521,f
11060,68648102,f
11061,80750989,f
11062,53530399,f
11063,51246484,f
11064,11305433,f
11065,12739751,f
11066,5716326,f
11067,64790417,f
11068,11911487,f
11069,63923804,f
11070,58374147,t
11071,4122745,f
11072,27937903,f
11073,3929744,f
11074,25727610,f
11075,4672718,f
11076,50577191,t
11077,9644140,f
11078,16410382,t
11079,34437380,f
11080,26725497,f
11081,106365215,f
11082,70220251,f
11083,1679017,f
11084,15841066,f
11085,8773776,f
11086,24189184,f
11087,7093609,f
11088,214866256,t
11089,210925708,f
11090,117279568,f
11091,206128074,f
11092,211540869,t
11093,46410505,f
11094,276297060,f
11095,5556431,f
11096,14679602,f
11097,209281606,t
11098,206902809,f
11099,40883168,f
11100,54475305,f
11101,7406795,f
11102,746390,f
11103,99336942,t
11104,7202854,f
11105,93867711,f
11106,199636640,f
11107,195784542,f
11108,98200842,t
11109,949779,f
11110,7714551,f
11111,116853424,f
11112,3081075,f
11113,43414703,f
11114,220579528,f
11115,14529897,f
11116,192420468,f
11117,13882665,t
11118,15882475,f
11119,57904261,f
11120,293697090,f
11121,26119302,f
11122,120483308,f
11123,15255524,f
11124,294827699,f
11125,21630783,f
11126,15778482,f
11127,24824421,f
11128,29367704,f
11129,289331570,f
11130,22183011,f
11131,50676811,f
11132,3929744,f
11133,9044891,f
11134,16099358,f
11135,7124895,f
11136,35537151,f
11137,19182504,f
11138,103020274,f
11139,6100847,f
11140,43155385,f
11141,63631312,t
11142,6196687,t
11143,25674001,f
11144,28281880,f
11145,5213244,f
11146,21127498,f
11147,83703513,f
11148,7205171,f
11149,67924512,f
11150,40145762,f
11151,37749835,f
11152,105665886,f
11153,26140601,f
11154,768608,f
11155,59003029,f
11156,32014446,f
11157,9231492,f
11158,102850168,f
11159,44581459,f
11160,19385390,t
11161,43744706,f
11162,97271707,t
11163,15631089,t
11164,14362013,f
11165,87254747,f
11166,39631380,f
11167,118796375,f
11168,69497921,f
11169,181134437,f
11170,204934484,f
11171,3174920,t
11172,16520419,f
11173,206130018,f
11174,27227165,f
11175,126477417,t
11176,201826502,f
11177,21630783,f
11178,80526806,f
11179,201562750,f
11180,93867711,f
11181,199624416,f
11182,197871599,f
11183,738877,f
11184,7283705,f
11185,1531000,f
11186,3956613,f
11187,17419760,f
11188,44037017,f
11189,67167878,f
11190,39680129,f
11191,48421671,f
11192,33848858,f
11193,76368933,f
11194,19051157,f
11195,13722638,f
11196,1678430,t
11197,60328559,f
11198,16294029,f
11199,151055119,f
11200,64541314,f
11201,949779,f
11202,170425834,f
11203,21630783,f
11204,10227253,f
11205,155793399,f
11206,97888639,f
11207,26018290,f
11208,12686331,f
11209,4252217,f
11210,4165243,f
11211,49855207,f
11212,107789269,f
11213,26141237,f
11214,156009129,f
11215,65022504,f
11216,158747300,t
11217,158541280,f
11218,154814490,f
11219,153224104,f
11220,24801743,f
11221,149408239,f
11222,30540284,f
11223,64219401,f
11224,7969050,f
11225,57106200,f
11226,9203533,f
11227,18551434,f
11228,5948163,f
11229,17397084,f
11230,16887727,f
11231,3065602,f
11232,16056073,f
11233,98336830,f
11234,151286770,f
11235,222014881,f
11236,4650854,f
11237,39327348,f
11238,92936546,f
11239,19179775,f
11240,24312069,f
11241,1303735,f
11242,36330561,f
11243,35132644,f
11244,4546970,f
11245,30685353,f
11246,13419961,f
11247,30546321,t
11248,10260050,t
11249,29994437,f
11250,5318699,f
11251,305199746,f
11252,304998332,f
11253,242888357,f
11254,268096872,f
11255,15255524,f
11256,20479463,f
11257,243667271,f
11258,40004498,f
11259,300685695,f
11260,129989103,f
11261,293727232,f
11262,293722904,f
11263,125712404,f
11264,28719607,t
11265,292146793,f
11266,89548531,f
11267,279697472,f
11268,47979131,f
11269,277441891,f
11270,3611378,f
11271,256809156,f
11272,13264823,f
11273,275014145,t
11274,274707843,f
11275,274693678,f
11276,89791695,f
11277,273936089,t
11278,85498145,f
11279,271536376,t
11280,87432301,f
11281,185191850,f
11282,272666045,f
11283,95707135,f
11284,175448797,t
11285,271484221,f
11286,22233533,f
11287,269478934,f
11288,53456649,t
11289,3897785,f
11290,26694383,f
11291,9609329,f
11292,1280317,f
11293,18245136,f
11294,76104209,f
11295,263816318,f
11296,275495168,f
11297,9681830,f
11298,275289420,f
11299,5933913,f
11300,16741810,f
11301,15592217,f
11302,15402696,f
11303,5486651,f
11304,3822221,t
11305,13512099,f
11306,13182838,f
11307,8849607,f
11308,7979150,f
11309,11478362,f
11310,6290349,t
11311,10911501,f
11312,244406484,f
11313,132776009,f
11314,241256214,f
11315,13556685,f
11316,7144562,f
11317,27039379,f
11318,77878139,f
11319,8795215,f
11320,7868640,f
11321,83677087,f
11322,83004522,f
11323,998831,f
11324,6994561,f
11325,35546512,f
11326,245260558,t
11327,59003029,f
11328,243872781,f
11329,30158413,f
11330,243298465,f
11331,240196971,f
11332,240130127,f
11333,7236961,f
11334,155905201,f
11335,21920134,f
11336,230182018,f
11337,6693855,f
11338,12723684,f
11339,48482290,f
11340,187999293,f
11341,157883623,f
11342,226476051,f
11343,157623177,f
11344,101316040,f
11345,20696748,f
11346,13476084,t
11347,86459957,f
11348,90086056,f
11349,132068354,f
11350,12453467,f
11351,28537436,f
11352,26625423,f
11353,641894,f
11354,24814916,f
11355,23649648,f
11356,80190241,f
11357,67791346,f
11358,3823189,f
11359,4489404,f
11360,12213084,f
11361,7515782,f
11362,27512522,f
11363,76180698,f
11364,75784317,t
11365,38740434,f
11366,20607227,t
11367,4437792,f
11368,7400787,f
11369,7033709,f
11370,5901359,t
11371,6331021,t
11372,6266605,f
11373,2662013,f
11374,128239656,f
11375,260413880,f
11376,69463316,f
11377,79304736,f
11378,64681343,f
11379,258912742,f
11380,46144717,f
11381,250632365,f
11382,248653466,t
11383,4902892,f
11384,247238783,f
11385,16057527,f
11386,284995375,f
11387,273591996,f
11388,284291382,f
11389,97888639,f
11390,13620738,f
11391,9332752,f
11392,10171689,f
11393,155131345,f
11394,50036272,f
11395,10530348,f
11396,7554854,f
11397,149739913,f
11398,38841370,f
11399,3224654,f
11400,17953453,f
11401,18989637,f
11402,1026531,t
11403,24901849,f
11404,4362477,f
11405,4055204,f
11406,1878580,f
11407,1903323,f
11408,224451583,t
11409,30231053,f
11410,48559081,t
11411,2498539,f
11412,185121654,f
11413,220742585,f
11414,219218735,f
11415,4364521,f
11416,98209495,t
11417,28322616,t
11418,130524411,f
11419,65167574,f
11420,271560018,t
11421,227634308,f
11422,48868958,f
11423,28884778,f
11424,28265149,f
11425,214621180,f
11426,143892038,f
11427,212828359,f
11428,128990949,f
11429,203544562,f
11430,126477417,t
11431,74699,f
11432,201284441,f
11433,2856748,f
11434,254053293,f
11435,193421841,f
11436,63368534,f
11437,31837991,f
11438,189024557,f
11439,149696993,f
11440,31904857,f
11441,5510209,f
11442,37956552,f
11443,48669766,f
11444,45179023,t
11445,248851294,f
11446,176915950,f
11447,17142943,f
11448,175998560,f
11449,23025598,f
11450,169013920,f
11451,6551844,f
11452,114169005,t
11453,161828066,f
11454,45422862,f
11455,36017383,f
11456,3409043,f
11457,35845131,f
11458,10680121,f
11459,16165873,f
11460,27992733,f
11461,300895432,f
11462,294331403,f
11463,291013320,f
11464,260115953,f
11465,285257422,f
11466,1810865,f
11467,281652551,f
11468,281375282,f
11469,16014727,f
11470,281142147,f
11471,281027020,f
11472,19927974,f
11473,40004498,f
11474,278545116,f
11475,278214456,f
11476,9116004,t
11477,65861778,f
11478,269546234,f
11479,273965569,f
11480,273958539,f
11481,116523874,f
11482,98485611,f
11483,4405793,f
11484,29341283,f
11485,23802018,f
11486,105781371,f
11487,70784907,f
11488,103185438,f
11489,47868455,f
11490,6133617,f
11491,218832700,f
11492,268776148,f
11493,101508416,f
11494,267501308,f
11495,29707008,f
11496,76104209,f
11497,266734598,f
11498,40004498,f
11499,264453559,t
11500,40352491,t
11501,260977688,f
11502,8220451,f
11503,84772005,f
11504,25698894,f
11505,14219545,f
11506,298400175,f
11507,255937069,f
11508,251505149,f
11509,297855726,f
11510,43185481,f
11511,296374181,f
11512,251944265,f
11513,251609313,f
11514,30398336,f
11515,250894389,f
11516,61980761,f
11517,250497680,f
11518,136602240,t
11519,24201332,f
11520,176527828,f
11521,6334290,f
11522,500672,f
11523,1638040,f
11524,1461981,f
11525,1450878,f
11526,1112584,f
11527,82835921,f
11528,161295492,f
11529,66327636,f
11530,156158778,f
11531,304693322,f
11532,76889743,f
11533,76543080,t
11534,5263944,f
11535,44118558,f
11536,71086683,f
11537,7515086,f
11538,68138102,f
11539,19696889,f
11540,65365502,t
11541,65096656,f
11542,21630783,f
11543,63732407,f
11544,60984140,f
11545,15681652,f
11546,60338880,f
11547,7221508,f
11548,42855159,f
11549,35235949,f
11550,53443503,t
11551,25377521,f
11552,53605334,f
11553,18061316,f
11554,50808506,f
11555,18815359,f
11556,135801358,f
11557,3982163,f
11558,29037764,f
11559,36862880,f
11560,127364802,f
11561,127141630,f
11562,124227346,f
11563,192350,f
11564,81798022,f
11565,45994386,f
11566,42296371,f
11567,44422532,t
11568,49859863,f
11569,9938637,f
11570,30311882,f
11571,15166490,f
11572,2596935,f
11573,19029124,f
11574,12411918,f
11575,23025598,f
11576,7140390,t
11577,26463764,f
11578,17026549,f
11579,7676692,f
11580,2829097,f
11581,8719026,f
11582,124190769,f
11583,43348537,f
11584,3313480,f
11585,20481801,f
11586,6568884,t
11587,43262910,f
11588,12642263,f
11589,46764188,f
11590,6821322,f
11591,124236407,f
11592,24222243,t
11593,130622138,f
11594,145509205,f
11595,208403051,f
11596,40713614,f
11597,48128175,f
11598,141409568,f
11599,133256903,f
11600,140733232,f
11601,45870793,f
11602,24980175,f
11603,10234529,f
11604,96777450,t
11605,80494106,t
11606,1765436,f
11607,69850077,f
11608,90946352,f
11609,12505015,f
11610,22578240,f
11611,7121502,f
11612,84310823,f
11613,83460133,f
11614,81823730,f
11615,18050478,f
11616,4175702,f
11617,2420606,f
11618,1872631,f
11619,1428257,f
11620,59146948,f
11621,305318344,f
11622,203691535,f
11623,47250214,f
11624,81283871,f
11625,119620013,f
11626,118213191,f
11627,33449840,f
11628,69254487,f
11629,4506529,f
11630,4303813,f
11631,111113194,f
11632,39709265,f
11633,36340610,f
11634,24216178,f
11635,24402248,f
11636,28748883,f
11637,37539907,f
11638,37481368,f
11639,22356214,f
11640,1654903,f
11641,2923927,f
11642,32217243,f
11643,30141026,f
11644,81487468,f
11645,14402323,t
11646,2419072,f
11647,2019454,f
11648,32488597,f
11649,25573214,f
11650,9909066,t
11651,19456495,f
11652,27793805,f
11653,27790960,f
11654,26994253,f
11655,25590383,f
11656,17152909,f
11657,22084870,f
11658,20965686,f
11659,10529890,f
11660,17448107,f
11661,17378847,f
11662,11252096,f
11663,1481415,f
11664,2867965,f
11665,80860378,f
11666,1533441,f
11667,302041672,f
11668,206648931,f
11669,127666678,t
11670,99852993,f
11671,169452547,f
11672,89469280,t
11673,13512099,f
11674,83022905,f
11675,122669523,f
11676,16610993,f
11677,36566781,f
11678,21511553,f
11679,50799768,f
11680,159457967,f
11681,79166362,f
11682,71227373,f
11683,4921186,f
11684,51729788,f
11685,145607369,f
11686,37395387,f
11687,38929633,f
11688,139582387,f
11689,9815744,f
11690,30678785,f
11691,9697606,f
11692,15826544,f
11693,31615031,f
11694,107520024,f
11695,47604456,f
11696,34654738,f
11697,81113276,f
11698,119422083,f
11699,230646771,t
11700,14014935,f
11701,11703288,f
11702,228658801,t
11703,51881327,f
11704,21630783,f
11705,5213968,f
11706,79721759,f
11707,4813184,f
11708,65901926,f
11709,20433015,f
11710,48316368,f
11711,288574,f
11712,16275630,f
11713,15587625,f
11714,15056872,t
11715,15423041,t
11716,9835619,t
11717,11057716,f
11718,11013529,f
11719,109218908,f
11720,119897607,f
11721,121069676,f
11722,133939957,f
11723,61516333,f
11724,131003276,f
11725,130392688,f
11726,2856941,t
11727,292171968,f
11728,158832659,f
11729,20875878,f
11730,81933639,f
11731,262424747,f
11732,261943044,f
11733,778567,t
11734,258018479,f
11735,9044891,f
11736,5765865,f
11737,259567684,f
11738,259546424,f
11739,258198402,f
11740,134106055,f
11741,257627590,f
11742,65054032,f
11743,36407376,t
11744,16294029,f
11745,252987047,f
11746,14267878,f
11747,51888973,t
11748,249030694,f
11749,19374450,f
11750,7727318,f
11751,189771058,t
11752,62823898,f
11753,210089,f
11754,10320118,f
11755,1878507,f
11756,3971743,f
11757,7213586,f
11758,6870710,f
11759,6578292,f
11760,3557476,f
11761,3131266,t
11762,9183839,f
11763,2856748,f
11764,44611593,t
11765,53928508,f
11766,21630783,f
11767,43326624,f
11768,40732316,f
11769,10808493,f
11770,40569408,f
11771,15678575,f
11772,39445204,f
11773,23414256,f
11774,583795,f
11775,37463717,f
11776,37666885,f
11777,4987278,f
11778,36930322,f
11779,32415165,f
11780,36688670,f
11781,36269843,f
11782,25531873,f
11783,34256858,t
11784,66422870,f
11785,260115953,f
11786,5056483,f
11787,280144873,f
11788,67879895,f
11789,6754986,f
11790,75266281,t
11791,19826019,f
11792,125796926,f
11793,212581084,f
11794,287195604,f
11795,211628994,f
11796,154727010,f
11797,280903004,f
11798,280649340,f
11799,9210001,t
11800,19763827,f
11801,273142958,f
11802,273543101,f
11803,236943715,t
11804,272957455,f
11805,185045281,f
11806,272120496,t
11807,258170442,f
11808,187050171,f
11809,8746864,f
11810,183158886,f
11811,197240678,f
11812,260145158,f
11813,64787284,f
11814,86308945,f
11815,85702874,f
11816,71686423,t
11817,33349872,t
11818,19813524,f
11819,54767550,f
11820,67478888,f
11821,27791819,f
11822,66014314,f
11823,65868689,t
11824,14789143,t
11825,63372401,t
11826,13013633,f
11827,60015124,f
11828,59907189,f
11829,74480709,f
11830,98257523,f
11831,2726130,t
11832,177610823,f
11833,46374236,f
11834,18272955,t
11835,40844059,f
11836,65504100,f
11837,108963538,f
11838,40191953,f
11839,30402661,t
11840,8254717,f
11841,35569527,f
11842,47618136,f
11843,12156187,f
11844,43748480,f
11845,18364285,t
11846,36103870,f
11847,9428463,f
11848,277447608,f
11849,276651412,f
11850,138499436,f
11851,7262651,f
11852,2489912,f
11853,276014307,f
11854,20769863,f
11855,7794598,f
11856,299620,f
11857,3414324,f
11858,12077392,t
11859,80074945,f
11860,7386856,f
11861,62548016,f
11862,15722320,f
11863,15161683,f
11864,60206370,f
11865,11596206,f
11866,11594348,f
11867,10893445,f
11868,10888272,f
11869,4980110,t
11870,2562621,f
11871,1677587,f
11872,1602320,f
11873,564058,f
11874,16155405,f
11875,158845720,f
11876,63470168,f
11877,157883623,f
11878,7368717,f
11879,70116167,f
11880,50978178,f
11881,271766697,f
11882,302483910,f
11883,33831251,f
11884,13013633,f
11885,22981751,f
11886,47625326,t
11887,46996663,f
11888,44147240,f
11889,17147797,f
11890,1521386,t
11891,50978178,f
11892,25709222,f
11893,274407045,f
11894,273938411,f
11895,7997203,f
11896,75908560,
11897,60623765,f
11898,98031350,f
11899,28500049,f
11900,7847847,t
11901,143534710,f
11902,141985770,f
11903,9243662,f
11904,138934712,f
11905,4439156,f
11906,10331419,f
11907,7407217,f
11908,114218911,f
11909,17987961,f
11910,98715148,f
11911,127697478,f
11912,7943771,f
11913,19234282,f
11914,122175490,f
11915,19551632,f
11916,212563400,
11917,1232628,f
11918,1731803,f
11919,156284163,f
11920,212237795,f
11921,186551487,f
11922,209281606,t
11923,207972760,f
11924,5284284,f
11925,12814003,f
11926,55243662,f
11927,70007616,f
11928,5654403,f
11929,99192983,t
11930,45088559,f
11931,98438019,f
11932,676280,t
11933,245768196,f
11934,18681442,f
11935,115296025,f
11936,298036366,f
11937,298958861,f
11938,12161618,f
11939,293710752,f
11940,17077430,f
11941,30166770,f
11942,28737362,f
11943,11522143,f
11944,11522143,f
11945,251780,f
11946,292491593,f
11947,88411649,t
11948,43247458,t
11949,9045368,f
11950,3765873,f
11951,6577872,f
11952,7544344,t
11953,68686211,f
11954,16948501,f
11955,11388688,t
11956,19400204,f
11957,18255548,t
11958,18100252,f
11959,7268606,f
11960,271477639,t
11961,86445311,f
11962,272648155,f
11963,223633688,t
11964,34271752,f
11965,4375181,f
11966,8702220,f
11967,32116236,f
11968,44316979,f
11969,11082827,f
11970,74338295,f
11971,27786526,f
11972,265375653,f
11973,263835932,f
11974,236601281,f
11975,262740465,f
11976,33609444,f
11977,259171867,f
11978,17198562,t
11979,9141119,f
11980,87865587,f
11981,11880493,f
11982,251560934,f
11983,228545284,f
11984,20860273,f
11985,299970782,f
11986,293722904,f
11987,5276232,f
11988,45663856,f
11989,14967835,f
11990,245585671,f
11991,17103812,f
11992,31989023,f
11993,293346654,f
11994,10994914,f
11995,189380831,f
11996,290522644,f
11997,201294088,f
11998,108874450,f
11999,240853933,t
12000,2202951,f
12001,151077629,f
12002,17820661,f
12003,280679123,f
12004,279663207,f
12005,48941264,f
12006,278424773,f
12007,6041077,f
12008,277024993,f
12009,276821625,f
12010,36104271,f
12011,128508080,f
12012,274719553,f
12013,277025758,f
12014,276318776,f
12015,8765842,t
12016,35644956,f
12017,85069873,f
12018,58439031,f
12019,231134354,f
12020,97015578,f
12021,24370018,f
12022,220219483,f
12023,224325703,f
12024,218718070,f
12025,218646980,f
12026,22001014,t
12027,215549056,f
12028,29699328,f
12029,23445513,t
12030,122902886,f
12031,89886414,f
12032,12479254,f
12033,42354894,f
12034,63506304,f
12035,26852570,f
12036,200103213,f
12037,36195492,f
12038,71074566,f
12039,42006965,f
12040,183142009,t
12041,59003029,f
12042,175429374,f
12043,10467377,f
12044,9291067,f
12045,23239851,f
12046,20652361,f
12047,19319124,f
12048,19165948,t
12049,19086971,f
12050,18933855,f
12051,211798327,f
12052,246171941,t
12053,83379790,f
12054,22919560,f
12055,41476598,t
12056,9663466,f
12057,40171788,t
12058,40031891,f
12059,38359310,f
12060,11438718,f
12061,10193292,f
12062,6509542,f
12063,35869511,f
12064,35482717,f
12065,6418269,f
12066,824310,f
12067,34658124,f
12068,33265344,f
12069,33895351,f
12070,24870585,f
12071,33426594,f
12072,13478641,f
12073,775619,t
12074,15292822,f
12075,37686619,f
12076,9805367,f
12077,92837663,f
12078,2695539,f
12079,20678289,f
12080,84665565,f
12081,77763637,f
12082,82172422,t
12083,83289210,f
12084,29385925,f
12085,293727232,f
12086,170409506,f
12087,208203356,f
12088,21640036,t
12089,15220735,f
12090,7997635,f
12091,17302002,f
12092,37670283,f
12093,170821413,f
12094,60759397,f
12095,194043346,f
12096,84627590,f
12097,142561025,f
12098,192289997,f
12099,191371024,f
12100,13136359,f
12101,176569144,f
12102,25626435,f
12103,186892036,t
12104,3649517,f
12105,180957151,f
12106,10281550,f
12107,11035104,f
12108,177529808,f
12109,30790249,f
12110,36719855,t
12111,29707008,f
12112,19834760,f
12113,12324876,f
12114,1322370,t
12115,272938343,f
12116,7633002,t
12117,8993094,f
12118,7518007,f
12119,6928849,f
12120,6803136,f
12121,5027164,f
12122,6406115,f
12123,109269290,f
12124,75915697,f
12125,15808503,f
12126,48151006,f
12127,23717520,f
12128,5844852,t
12129,6661960,f
12130,81026203,f
12131,50978178,f
12132,63631312,t
12133,99044925,f
12134,97956050,f
12135,55798242,f
12136,96015134,t
12137,49859863,f
12138,63764351,f
12139,20884348,f
12140,11306965,f
12141,1878856,f
12142,31198009,f
12143,43848844,t
12144,12867354,f
12145,32275912,t
12146,54625866,t
12147,7126609,f
12148,17454473,f
12149,17035642,f
12150,1180584,f
12151,47768123,f
12152,4658172,f
12153,46860773,f
12154,46399310,f
12155,46020108,f
12156,23385800,t
12157,276256683,f
12158,35785119,f
12159,69458872,f
12160,32362285,f
12161,25249400,f
12162,26800994,f
12163,167160092,f
12164,37349033,f
12165,14836562,f
12166,31959042,t
12167,146848874,f
12168,7554340,f
12169,154519288,f
12170,7359129,t
12171,27630628,f
12172,153217688,f
12173,150422160,f
12174,2068923,f
12175,30372040,f
12176,45271252,f
12177,16675250,f
12178,5774519,f
12179,4860567,f
12180,27417471,f
12181,27099964,f
12182,6208362,f
12183,15869554,t
12184,11061688,f
12185,2491914,t
12186,2306879,f
12187,2168925,t
12188,55995,f
12189,197020348,f
12190,1643184,f
12191,305448574,f
12192,303580603,f
12193,1579972,f
12194,270559427,t
12195,270075580,f
12196,25672655,f
12197,264726275,f
12198,46942681,f
12199,34387907,f
12200,32732732,t
12201,40359848,f
12202,1518930,f
12203,115296025,f
12204,278443676,f
12205,77491889,f
12206,240400261,f
12207,273082227,f
12208,2889404,f
12209,271483962,f
12210,35364621,f
12211,250436649,f
12212,266575204,f
12213,13910742,f
12214,62823898,f
12215,262359190,f
12216,261716079,f
12217,63331781,t
12218,261308599,f
12219,94258742,f
12220,207741578,f
12221,258125963,f
12222,9281158,f
12223,28884,f
12224,2690144,f
12225,9291472,f
12226,8629219,f
12227,5538491,f
12228,7633002,t
12229,4236374,t
12230,5749676,f
12231,4832076,f
12232,4445150,t
12233,4207190,f
12234,1424143,f
12235,2616866,f
12236,2510200,f
12237,2032568,f
12238,1614865,f
12239,264726275,f
12240,266228220,f
12241,261512517,f
12242,264470763,f
12243,59209985,f
12244,262779403,f
12245,16003760,f
12246,35190396,f
12247,255992115,f
12248,255801878,f
12249,29367662,f
12250,251810638,f
12251,59352997,t
12252,76104209,f
12253,251699838,f
12254,80401671,f
12255,335526,f
12256,20901006,f
12257,17565837,t
12258,73285020,f
12259,69798832,f
12260,1882133,f
12261,68035775,f
12262,21719607,f
12263,15839425,f
12264,192516650,f
12265,114047698,f
12266,3555643,f
12267,238277280,f
12268,121736080,f
12269,235702232,t
12270,21813003,t
12271,809766,f
12272,76104209,f
12273,95306362,f
12274,62813685,f
12275,182945299,t
12276,11588997,f
12277,13553315,f
12278,157306371,f
12279,8429343,f
12280,8563615,f
12281,124670329,f
12282,223971452,f
12283,15865676,f
12284,23407187,f
12285,203785498,f
12286,200340023,f
12287,12138084,f
12288,198452010,f
12289,196730699,f
12290,198385683,f
12291,12733841,f
12292,5129160,f
12293,16824432,f
12294,29174495,f
12295,5653285,f
12296,98355138,t
12297,6405273,f
12298,21844896,
12299,190045344,f
12300,9450505,t
12301,3602579,f
12302,13658198,f
12303,12753478,t
12304,11520029,f
12305,263824,f
12306,120391825,f
12307,251707463,f
12308,302284168,f
12309,60525939,f
12310,76495475,f
12311,299673509,f
12312,49237581,f
12313,40004498,f
12314,63238326,f
12315,245532331,f
12316,2849182,t
12317,635149,f
12318,239727523,t
12319,239508256,f
12320,10467377,f
12321,25127222,f
12322,78567046,f
12323,71691271,f
12324,4053401,f
12325,18549456,f
12326,33085682,f
12327,12334944,f
12328,27270297,f
12329,14589735,f
12330,63966630,f
12331,19962372,f
12332,15104274,f
12333,56895233,f
12334,54841954,f
12335,4140633,f
12336,169827888,f
12337,167160092,f
12338,1322370,t
12339,69068601,f
12340,160634813,f
12341,23005343,f
12342,30329852,f
12343,97491615,f
12344,154006558,f
12345,35870481,t
12346,144411395,f
12347,145338215,f
12348,144318281,f
12349,133554513,f
12350,118944606,t
12351,44136041,f
12352,140076241,f
12353,114696111,f
12354,33288184,f
12355,1398525,t
12356,25696732,f
12357,135190087,f
12358,52023348,f
12359,159327941,f
12360,37759874,f
12361,140291110,f
12362,3223674,f
12363,30685353,f
12364,50738169,f
12365,590008,f
12366,33931307,f
12367,34587034,f
12368,50225927,f
12369,47688971,f
12370,2850510,f
12371,17135292,f
12372,4311149,f
12373,18054469,f
12374,42252235,f
12375,41152308,f
12376,6121090,f
12377,39528908,f
12378,39266092,f
12379,26198290,t
12380,38148855,f
12381,37819411,f
12382,37745843,f
12383,37591796,f
12384,5968806,f
12385,18992468,f
12386,20797833,f
12387,6267557,f
12388,6565579,f
12389,104766334,f
12390,16274018,f
12391,16255781,f
12392,259399412,t
12393,12814003,f
12394,180851901,f
12395,143020,f
12396,73530,t
12397,47233316,f
12398,5306561,f
12399,10968635,f
12400,10896570,f
12401,23277196,t
12402,5261249,t
12403,191237477,f
12404,21072398,f
12405,59003029,f
12406,231620292,f
12407,72294800,f
12408,40055192,f
12409,10249188,f
12410,16375343,f
12411,229604036,t
12412,335526,f
12413,66548673,f
12414,203691535,f
12415,20147797,f
12416,192420468,f
12417,223691899,f
12418,217035313,f
12419,110582354,f
12420,35698627,f
12421,19286824,t
12422,17169178,f
12423,88408856,f
12424,97291647,f
12425,170179023,f
12426,4508751,f
12427,3670496,f
12428,3208290,t
12429,3164901,t
12430,3085410,f
12431,2645075,f
12432,36079330,f
12433,8359533,f
12434,14829157,f
12435,2971137,f
12436,81075302,f
12437,35307297,f
12438,31652333,f
12439,14475363,f
12440,9147167,t
12441,12993977,f
12442,10227624,t
12443,9529152,t
12444,26981054,f
12445,33231942,f
12446,139871479,t
12447,43952539,f
12448,247254757,f
12449,246981409,f
12450,9463456,f
12451,12465975,f
12452,191293874,f
12453,189017016,f
12454,188916439,t
12455,187635439,t
12456,183371187,f
12457,64772941,f
12458,239973088,t
12459,22209303,f
12460,241621578,f
12461,225550904,f
12462,240121025,f
12463,74419111,f
12464,50978178,f
12465,45494911,f
12466,231245627,f
12467,207971332,f
12468,82683288,f
12469,1518930,f
12470,180851901,f
12471,35767609,f
12472,79117913,f
12473,4961231,f
12474,10611211,f
12475,124670329,f
12476,244467807,f
12477,87879020,f
